file,rule,redacted,severity,line,context
C:\Users\Dell\Downloads\CredAudit-0.2.7-full\credaudit_project_027_full\.venv\Lib\site-packages\pip-25.2.dist-info\licenses\src\pip\_vendor\cachecontrol\LICENSE.txt,HighEntropyString,org/**********SE-2,Low,7,    http://www.apache.org/licenses/LICENSE-2.0
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\.venv\Lib\site-packages\credaudit-0.3.0.dist-info\direct_url.json,HighEntropyString,/Use**********it-0,Low,1,"{""dir_info"": {}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.3.0-full/credaudit_project_030_full""}"
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\.venv\Lib\site-packages\credaudit-0.3.0.dist-info\direct_url.json,HighEntropyString,0-fu**********full,Low,1,"{""dir_info"": {}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.3.0-full/credaudit_project_030_full""}"
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,28,   src/lxml/isoschematron/resources/xsl/RNG2Schtrn.xsl and
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,29,   src/lxml/isoschematron/resources/xsl/XSD2Schtrn.xsl)
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,com/**********rces,Low,6,http://opensource.adobe.com/wiki/display/cmap/CMap+Resources
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,27,    python tools/conv_cmap.py pdfminer/cmap Adobe-CNS1 cmaprsrc/cid2code_Adobe_CNS1.txt
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,28,    reading 'cmaprsrc/cid2code_Adobe_CNS1.txt'...
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\.venv\Lib\site-packages\pip-25.2.dist-info\licenses\src\pip\_vendor\cachecontrol\LICENSE.txt,HighEntropyString,org/**********SE-2,Low,7,    http://www.apache.org/licenses/LICENSE-2.0
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignment,"pass**********123""",Medium,5,"    ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignmentLoose,"pass**********123""",Medium,5,"    ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignment,"pass**********123""",Medium,7,"    ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignmentLoose,"pass**********123""",Medium,7,"    ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,APIKeyGeneric,sk-a**********7890,Medium,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,HighEntropyString,api_**********7890,Low,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignment,"api_**********890""",Medium,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignmentLoose,"api_**********890""",Medium,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,APIKeyGeneric,sk-a**********7890,Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,HighEntropyString,api_**********7890,Low,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignment,"api_**********890""",Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignmentLoose,"api_**********890""",Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignment,"pass**********123""",Medium,23,"    ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignmentLoose,"pass**********123""",Medium,23,"    ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignment,"pass**********123""",Medium,25,"    ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignmentLoose,"pass**********123""",Medium,25,"    ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,APIKeyGeneric,sk-a**********7890,Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,HighEntropyString,api_**********7890,Low,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignment,"api_**********890""",Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignmentLoose,"api_**********890""",Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,APIKeyGeneric,sk-a**********7890,Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,HighEntropyString,api_**********7890,Low,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignment,"api_**********890""",Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignmentLoose,"api_**********890""",Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,APIKeyGeneric,sk-a**********7890,Medium,41,"    ""match"": ""sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,APIKeyGeneric,sk-a**********7890,Medium,43,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,HighEntropyString,api_**********7890,Low,43,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignment,"api_**********890""",Medium,43,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignmentLoose,"api_**********890""",Medium,43,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,APIKeyGeneric,sk-a**********7890,Medium,50,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,HighEntropyString,api_**********7890,Low,50,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignment,"api_**********890""",Medium,50,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignmentLoose,"api_**********890""",Medium,50,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,APIKeyGeneric,sk-a**********7890,Medium,52,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,HighEntropyString,api_**********7890,Low,52,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignment,"api_**********890""",Medium,52,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_125635.json,PasswordAssignmentLoose,"api_**********890""",Medium,52,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignment,"pass**********123""",Medium,5,"    ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignmentLoose,"pass**********123""",Medium,5,"    ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignment,"pass**********123""",Medium,7,"    ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignmentLoose,"pass**********123""",Medium,7,"    ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,APIKeyGeneric,sk-a**********7890,Medium,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,HighEntropyString,api_**********7890,Low,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignment,"api_**********890""",Medium,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignmentLoose,"api_**********890""",Medium,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,APIKeyGeneric,sk-a**********7890,Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,HighEntropyString,api_**********7890,Low,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignment,"api_**********890""",Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignmentLoose,"api_**********890""",Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignment,"pass**********123""",Medium,23,"    ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignmentLoose,"pass**********123""",Medium,23,"    ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignment,"pass**********123""",Medium,25,"    ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignmentLoose,"pass**********123""",Medium,25,"    ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,APIKeyGeneric,sk-a**********7890,Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,HighEntropyString,api_**********7890,Low,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignment,"api_**********890""",Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignmentLoose,"api_**********890""",Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,APIKeyGeneric,sk-a**********7890,Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,HighEntropyString,api_**********7890,Low,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignment,"api_**********890""",Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignmentLoose,"api_**********890""",Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,APIKeyGeneric,sk-a**********7890,Medium,41,"    ""match"": ""sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,APIKeyGeneric,sk-a**********7890,Medium,43,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,HighEntropyString,api_**********7890,Low,43,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignment,"api_**********890""",Medium,43,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignmentLoose,"api_**********890""",Medium,43,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,APIKeyGeneric,sk-a**********7890,Medium,50,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,HighEntropyString,api_**********7890,Low,50,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignment,"api_**********890""",Medium,50,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignmentLoose,"api_**********890""",Medium,50,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,APIKeyGeneric,sk-a**********7890,Medium,52,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,HighEntropyString,api_**********7890,Low,52,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignment,"api_**********890""",Medium,52,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\out\report_20250905_130041.json,PasswordAssignmentLoose,"api_**********890""",Medium,52,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\tests\secrets.txt,PasswordAssignment,pass**********t123,Medium,2,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\tests\secrets.txt,PasswordAssignmentLoose,pass**********t123,Medium,2,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\tests\secrets.txt,APIKeyGeneric,sk-a**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\tests\secrets.txt,HighEntropyString,api_**********7890,Low,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\tests\secrets.txt,PasswordAssignment,api_**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.3.0-full\credaudit_project_030_full\tests\secrets.txt,PasswordAssignmentLoose,api_**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"pass**********123""",Medium,9,"        ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"pass**********123""",Medium,9,"        ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"pass**********123""",Medium,11,"        ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"pass**********123""",Medium,11,"        ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,APIKeyGeneric,sk-a**********7890,Medium,18,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,HighEntropyString,api_**********7890,Low,18,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"api_**********890""",Medium,18,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"api_**********890""",Medium,18,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,APIKeyGeneric,sk-a**********7890,Medium,20,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,HighEntropyString,api_**********7890,Low,20,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"api_**********890""",Medium,20,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"api_**********890""",Medium,20,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"pass**********123""",Medium,27,"        ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"pass**********123""",Medium,27,"        ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"pass**********123""",Medium,29,"        ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"pass**********123""",Medium,29,"        ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,APIKeyGeneric,sk-a**********7890,Medium,36,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,HighEntropyString,api_**********7890,Low,36,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"api_**********890""",Medium,36,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"api_**********890""",Medium,36,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,APIKeyGeneric,sk-a**********7890,Medium,38,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,HighEntropyString,api_**********7890,Low,38,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"api_**********890""",Medium,38,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"api_**********890""",Medium,38,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,APIKeyGeneric,sk-a**********7890,Medium,45,"        ""match"": ""sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,APIKeyGeneric,sk-a**********7890,Medium,47,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,HighEntropyString,api_**********7890,Low,47,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"api_**********890""",Medium,47,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"api_**********890""",Medium,47,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,APIKeyGeneric,sk-a**********7890,Medium,54,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,HighEntropyString,api_**********7890,Low,54,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"api_**********890""",Medium,54,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"api_**********890""",Medium,54,"        ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,APIKeyGeneric,sk-a**********7890,Medium,56,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,HighEntropyString,api_**********7890,Low,56,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"api_**********890""",Medium,56,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"api_**********890""",Medium,56,"        ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"pass**********123""",Medium,69,"        ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"pass**********123""",Medium,69,"        ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"pass**********123""",Medium,71,"        ""context"": ""#   password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"pass**********123""",Medium,71,"        ""context"": ""#   password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,HighEntropyString,ghp_**********5678,Low,78,"        ""match"": ""token: ghp_abcdefghijklmnopqrstuvwx12345678"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"toke**********678""",Medium,78,"        ""match"": ""token: ghp_abcdefghijklmnopqrstuvwx12345678"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"toke**********678""",Medium,78,"        ""match"": ""token: ghp_abcdefghijklmnopqrstuvwx12345678"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,HighEntropyString,ghp_**********5678,Low,80,"        ""context"": ""#   token: ghp_abcdefghijklmnopqrstuvwx12345678"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignment,"toke**********678""",Medium,80,"        ""context"": ""#   token: ghp_abcdefghijklmnopqrstuvwx12345678"","
C:\Users\Dell\Downloads\CredAudit-0.3.4-final\credaudit_project_034_full\.credaudit_cache.json,PasswordAssignmentLoose,"toke**********678""",Medium,80,"        ""context"": ""#   token: ghp_abcdefghijklmnopqrstuvwx12345678"","
